Date,Open,High,Low,Close,Adj Close,Volume
2010-01-18,256.5,258.3500061035156,254.5500030517578,257.29998779296875,200.6911163330078,1088348
2010-01-19,257.75,257.75,254.60000610351562,255.4499969482422,199.24819946289062,1122943
2010-01-20,256.0,258.6000061035156,253.5,257.79998779296875,201.0811309814453,2198874
2010-01-21,258.0,261.1000061035156,255.64999389648438,256.75,200.26214599609375,3093875
2010-01-22,253.0,259.1499938964844,251.9499969482422,257.95001220703125,201.19818115234375,5117085
2010-01-25,258.70001220703125,264.54998779296875,255.5,263.95001220703125,205.87808227539062,4355123
2010-01-27,263.0,263.0,254.6999969482422,259.3500061035156,202.29014587402344,9203979
2010-01-28,258.20001220703125,261.75,253.35000610351562,255.3000030517578,199.1311798095703,5049389
2010-01-29,251.5500030517578,252.1999969482422,241.0500030517578,242.3000030517578,188.99130249023438,6496604
2010-02-01,243.8000030517578,243.8000030517578,234.75,237.25,185.05239868164062,4987343
2010-02-02,238.5,240.0,235.0,236.5,184.46739196777344,6004275
2010-02-03,237.75,238.5,235.3000030517578,236.4499969482422,184.4283905029297,1595241
2010-02-04,237.10000610351562,239.35000610351562,230.5,231.0500030517578,180.21641540527344,3017883
2010-02-05,229.5,234.39999389648438,227.0,229.0500030517578,178.6564483642578,4345866
2010-02-08,231.0,238.1999969482422,229.75,236.5,184.46739196777344,3139856
2010-02-09,238.0,238.0,232.3000030517578,232.60000610351562,181.42539978027344,2435031
2010-02-10,233.5,233.9499969482422,229.14999389648438,230.10000610351562,179.47544860839844,2864300
2010-02-11,230.5,234.4499969482422,230.5,233.39999389648438,182.04942321777344,2299826
2010-02-15,233.39999389648438,234.85000610351562,229.0,229.75,179.2024688720703,1594781
2010-02-16,230.0,238.5500030517578,229.3000030517578,237.14999389648438,184.97439575195312,2253497
2010-02-17,238.5,244.64999389648438,238.5,240.5500030517578,187.6263427734375,3428957
2010-02-18,240.60000610351562,243.89999389648438,238.3000030517578,242.5,189.1472930908203,955635
2010-02-19,242.0,245.4499969482422,237.14999389648438,241.0,187.97732543945312,4582596
2010-02-22,244.0,247.35000610351562,242.0,246.14999389648438,191.99427795410156,2280787
2010-02-23,244.0,245.89999389648438,242.75,244.89999389648438,191.01927185058594,908983
2010-02-24,244.0,245.1999969482422,241.0,242.14999389648438,188.87429809570312,1102320
2010-02-25,241.14999389648438,242.9499969482422,232.64999389648438,235.1999969482422,183.4534149169922,2791186
2010-02-26,239.85000610351562,241.4499969482422,235.0,236.1999969482422,184.23338317871094,1519988
2010-03-02,234.0,238.0,232.89999389648438,234.4499969482422,182.86837768554688,1784738
2010-03-03,235.0,240.0,235.0,239.10000610351562,186.49537658691406,2569749
2010-03-04,239.10000610351562,244.35000610351562,235.8000030517578,243.4499969482422,189.8883056640625,2585303
2010-03-05,242.10000610351562,244.39999389648438,241.14999389648438,243.0,189.53732299804688,588200
2010-03-08,243.0,244.6999969482422,237.5500030517578,238.75,186.22235107421875,2970886
2010-03-09,238.0,239.9499969482422,235.0,236.0500030517578,184.1163787841797,1719797
2010-03-10,235.39999389648438,240.0,235.39999389648438,239.75,187.0023651123047,1600336
2010-03-11,236.35000610351562,239.4499969482422,228.14999389648438,228.8000030517578,178.46141052246094,5414907
2010-03-12,228.8000030517578,228.8000030517578,218.39999389648438,219.39999389648438,171.12957763671875,10125660
2010-03-15,221.39999389648438,227.0,218.0,225.5500030517578,175.92652893066406,6329071
2010-03-16,226.14999389648438,227.6999969482422,225.0500030517578,226.6999969482422,176.82350158691406,1801538
2010-03-17,227.5,228.75,222.8000030517578,223.89999389648438,174.6394805908203,5445508
2010-03-18,224.0,226.9499969482422,223.60000610351562,224.85000610351562,175.38050842285156,2260551
2010-03-19,224.85000610351562,229.89999389648438,224.5,228.9499969482422,178.57846069335938,2391153
2010-03-22,228.0,229.5,226.0,228.25,178.032470703125,1821015
2010-03-23,228.75,230.3000030517578,227.60000610351562,228.5,178.2274627685547,2591544
2010-03-25,226.0,234.0,226.0,232.0,180.9574432373047,5722411
2010-03-26,233.8000030517578,239.39999389648438,232.10000610351562,238.5,186.0273895263672,5921814
2010-03-29,238.8000030517578,240.39999389648438,238.0,239.6999969482422,186.9633331298828,2712461
2010-03-30,240.0,242.3000030517578,239.14999389648438,241.85000610351562,188.64035034179688,3422200
2010-03-31,241.10000610351562,242.0,238.0500030517578,239.5500030517578,186.84634399414062,2407315
2010-04-01,240.39999389648438,240.4499969482422,230.0,230.39999389648438,179.70944213867188,3320590
2010-04-05,231.10000610351562,232.35000610351562,226.64999389648438,229.10000610351562,178.6954345703125,3860534
2010-04-06,229.6999969482422,231.64999389648438,228.6999969482422,229.89999389648438,179.3194580078125,2068525
2010-04-07,230.0,231.4499969482422,224.5,225.0,175.4975128173828,3120048
2010-04-08,224.35000610351562,226.85000610351562,222.0,222.6999969482422,173.7035369873047,2270759
2010-04-09,222.75,224.8000030517578,220.6999969482422,221.35000610351562,172.6505584716797,2420707
2010-04-12,221.5,225.4499969482422,221.5,224.5,175.10751342773438,3422928
2010-04-13,225.0,225.10000610351562,222.75,223.5500030517578,174.3665313720703,1993094
2010-04-15,224.6999969482422,227.64999389648438,223.6999969482422,225.4499969482422,175.84848022460938,4342086
2010-04-16,225.4499969482422,227.6999969482422,223.35000610351562,227.0,177.0574951171875,3524900
2010-04-19,226.0,226.5,223.8000030517578,224.75,175.30250549316406,1595067
2010-04-20,226.5,228.60000610351562,224.0,227.8000030517578,177.68145751953125,2193926
2010-04-21,228.1999969482422,234.75,228.1999969482422,232.85000610351562,181.6204376220703,4182139
2010-04-22,231.89999389648438,239.9499969482422,231.5500030517578,237.35000610351562,185.13038635253906,6037737
2010-04-23,236.89999389648438,241.1999969482422,235.0500030517578,239.10000610351562,186.49537658691406,1959845
2010-04-26,239.5,242.0,239.0,241.5,188.36732482910156,1822070
2010-04-27,242.60000610351562,243.89999389648438,239.5,242.64999389648438,189.26431274414062,2814625
2010-04-28,240.85000610351562,244.0,239.0,241.9499969482422,188.71836853027344,2948610
2010-04-29,242.1999969482422,243.0500030517578,231.35000610351562,235.60000610351562,183.76539611816406,6704079
2010-04-30,240.85000610351562,241.0,236.0,239.8000030517578,187.04135131835938,1941014
2010-05-03,240.89999389648438,240.89999389648438,232.8000030517578,233.75,182.32241821289062,1013619
2010-05-04,236.8000030517578,236.8000030517578,231.0,232.35000610351562,181.23043823242188,1444286
2010-05-05,242.0,242.0,227.60000610351562,228.75,178.42247009277344,1614615
2010-05-06,227.0,235.5,227.0,232.14999389648438,181.07440185546875,2426265
2010-05-07,236.6999969482422,238.0,230.0,234.60000610351562,182.98538208007812,2899346
2010-05-10,257.0,257.0,234.0,236.9499969482422,184.81837463378906,1103808
2010-05-11,237.35000610351562,237.35000610351562,233.35000610351562,236.85000610351562,184.74037170410156,940517
